"TOA5","24170","CR300","24170","CR300.Std.10.02","CPU:HIDRO_DIVOBRAS_V6.CR300","36164","DIVOBRAS_5"
"TIMESTAMP","RECORD","Chuva_Tot","Nivel","Nivel_Max","Nivel_TMx","Nivel_Min","Nivel_TMn"
"TS","RN","mm","Metros","Metros","","Metros",""
"","","Tot","Smp","Max","TMx","Min","TMn"
"2026-08-02 11:15:00",538438,0,"NAN","NAN","2026-08-02 11:15:00","NAN","2026-08-02 11:15:00"
"2026-08-02 11:20:00",538439,0,"NAN","NAN","2026-08-02 11:20:00","NAN","2026-08-02 11:20:00"
"2026-08-02 11:25:00",538440,0,"NAN","NAN","2026-08-02 11:25:00","NAN","2026-08-02 11:25:00"
"2026-08-02 11:30:00",538441,0,"NAN","NAN","2026-08-02 11:30:00","NAN","2026-08-02 11:30:00"
"2026-08-02 11:35:00",538442,0,"NAN","NAN","2026-08-02 11:35:00","NAN","2026-08-02 11:35:00"
"2026-08-02 11:40:00",538443,0,"NAN","NAN","2026-08-02 11:40:00","NAN","2026-08-02 11:40:00"
"2026-08-02 11:45:00",538444,0,"NAN","NAN","2026-08-02 11:45:00","NAN","2026-08-02 11:45:00"
"2026-08-02 11:50:00",538445,0,"NAN","NAN","2026-08-02 11:50:00","NAN","2026-08-02 11:50:00"
"2026-08-02 11:55:00",538446,0,"NAN","NAN","2026-08-02 11:55:00","NAN","2026-08-02 11:55:00"
"2026-08-02 12:00:00",538447,0,"NAN","NAN","2026-08-02 12:00:00","NAN","2026-08-02 12:00:00"
"2026-08-02 12:05:00",538448,0,"NAN","NAN","2026-08-02 12:05:00","NAN","2026-08-02 12:05:00"
"2026-08-02 12:10:00",538449,0,"NAN","NAN","2026-08-02 12:10:00","NAN","2026-08-02 12:10:00"
"2026-08-02 12:15:00",538450,0,"NAN","NAN","2026-08-02 12:15:00","NAN","2026-08-02 12:15:00"
"2026-08-02 12:20:00",538451,0,"NAN","NAN","2026-08-02 12:20:00","NAN","2026-08-02 12:20:00"
"2026-08-02 12:25:00",538452,0,"NAN","NAN","2026-08-02 12:25:00","NAN","2026-08-02 12:25:00"
"2026-08-02 12:30:00",538453,0,"NAN","NAN","2026-08-02 12:30:00","NAN","2026-08-02 12:30:00"
"2026-08-02 12:35:00",538454,0,"NAN","NAN","2026-08-02 12:35:00","NAN","2026-08-02 12:35:00"
"2026-08-02 12:40:00",538455,0,"NAN","NAN","2026-08-02 12:40:00","NAN","2026-08-02 12:40:00"
"2026-08-02 12:45:00",538456,0,"NAN","NAN","2026-08-02 12:45:00","NAN","2026-08-02 12:45:00"
"2026-08-02 12:50:00",538457,0,"NAN","NAN","2026-08-02 12:50:00","NAN","2026-08-02 12:50:00"
"2026-08-02 12:55:00",538458,0,"NAN","NAN","2026-08-02 12:55:00","NAN","2026-08-02 12:55:00"
"2026-08-02 13:00:00",538459,0,"NAN","NAN","2026-08-02 13:00:00","NAN","2026-08-02 13:00:00"
"2026-08-02 13:05:00",538460,0,"NAN","NAN","2026-08-02 13:05:00","NAN","2026-08-02 13:05:00"
"2026-08-02 13:10:00",538461,0,"NAN","NAN","2026-08-02 13:10:00","NAN","2026-08-02 13:10:00"
"2026-08-02 13:15:00",538462,0,"NAN","NAN","2026-08-02 13:15:00","NAN","2026-08-02 13:15:00"
"2026-08-02 13:20:00",538463,0,"NAN","NAN","2026-08-02 13:20:00","NAN","2026-08-02 13:20:00"
"2026-08-02 13:25:00",538464,0,"NAN","NAN","2026-08-02 13:25:00","NAN","2026-08-02 13:25:00"
"2026-08-02 13:30:00",538465,0,"NAN","NAN","2026-08-02 13:30:00","NAN","2026-08-02 13:30:00"
"2026-08-02 13:35:00",538466,0,"NAN","NAN","2026-08-02 13:35:00","NAN","2026-08-02 13:35:00"
"2026-08-02 13:40:00",538467,0,"NAN","NAN","2026-08-02 13:40:00","NAN","2026-08-02 13:40:00"
"2026-08-02 13:45:00",538468,0,"NAN","NAN","2026-08-02 13:45:00","NAN","2026-08-02 13:45:00"
"2026-08-02 13:50:00",538469,0,"NAN","NAN","2026-08-02 13:50:00","NAN","2026-08-02 13:50:00"
"2026-08-02 13:55:00",538470,0,"NAN","NAN","2026-08-02 13:55:00","NAN","2026-08-02 13:55:00"
"2026-08-02 14:00:00",538471,0,"NAN","NAN","2026-08-02 14:00:00","NAN","2026-08-02 14:00:00"
"2026-08-02 14:05:00",538472,0,"NAN","NAN","2026-08-02 14:05:00","NAN","2026-08-02 14:05:00"
"2026-08-02 14:10:00",538473,0,"NAN","NAN","2026-08-02 14:10:00","NAN","2026-08-02 14:10:00"
"2026-08-02 14:15:00",538474,0,"NAN","NAN","2026-08-02 14:15:00","NAN","2026-08-02 14:15:00"
"2026-08-02 14:20:00",538475,0,"NAN","NAN","2026-08-02 14:20:00","NAN","2026-08-02 14:20:00"
"2026-08-02 14:25:00",538476,0,"NAN","NAN","2026-08-02 14:25:00","NAN","2026-08-02 14:25:00"
"2026-08-02 14:30:00",538477,0,"NAN","NAN","2026-08-02 14:30:00","NAN","2026-08-02 14:30:00"
"2026-08-02 14:35:00",538478,0,"NAN","NAN","2026-08-02 14:35:00","NAN","2026-08-02 14:35:00"
"2026-08-02 14:40:00",538479,0,"NAN","NAN","2026-08-02 14:40:00","NAN","2026-08-02 14:40:00"
"2026-08-02 14:45:00",538480,0,"NAN","NAN","2026-08-02 14:45:00","NAN","2026-08-02 14:45:00"
"2026-08-02 14:50:00",538481,0,"NAN","NAN","2026-08-02 14:50:00","NAN","2026-08-02 14:50:00"
"2026-08-02 14:55:00",538482,0,"NAN","NAN","2026-08-02 14:55:00","NAN","2026-08-02 14:55:00"
"2026-08-02 15:00:00",538483,0,"NAN","NAN","2026-08-02 15:00:00","NAN","2026-08-02 15:00:00"
"2026-08-02 15:05:00",538484,0,"NAN","NAN","2026-08-02 15:05:00","NAN","2026-08-02 15:05:00"
"2026-08-02 15:10:00",538485,0,"NAN","NAN","2026-08-02 15:10:00","NAN","2026-08-02 15:10:00"
"2026-08-02 15:15:00",538486,0,"NAN","NAN","2026-08-02 15:15:00","NAN","2026-08-02 15:15:00"
"2026-08-02 15:20:00",538487,0,"NAN","NAN","2026-08-02 15:20:00","NAN","2026-08-02 15:20:00"
"2026-08-02 15:25:00",538488,0,"NAN","NAN","2026-08-02 15:25:00","NAN","2026-08-02 15:25:00"
"2026-08-02 15:30:00",538489,0,"NAN","NAN","2026-08-02 15:30:00","NAN","2026-08-02 15:30:00"
"2026-08-02 15:35:00",538490,0,"NAN","NAN","2026-08-02 15:35:00","NAN","2026-08-02 15:35:00"
"2026-08-02 15:40:00",538491,0,"NAN","NAN","2026-08-02 15:40:00","NAN","2026-08-02 15:40:00"
"2026-08-02 15:45:00",538492,0,"NAN","NAN","2026-08-02 15:45:00","NAN","2026-08-02 15:45:00"
"2026-08-02 15:50:00",538493,0,"NAN","NAN","2026-08-02 15:50:00","NAN","2026-08-02 15:50:00"
"2026-08-02 15:55:00",538494,0,"NAN","NAN","2026-08-02 15:55:00","NAN","2026-08-02 15:55:00"
"2026-08-02 16:00:00",538495,0,"NAN","NAN","2026-08-02 16:00:00","NAN","2026-08-02 16:00:00"
"2026-08-02 16:05:00",538496,0,"NAN","NAN","2026-08-02 16:05:00","NAN","2026-08-02 16:05:00"
"2026-08-02 16:10:00",538497,0,"NAN","NAN","2026-08-02 16:10:00","NAN","2026-08-02 16:10:00"
"2026-08-02 16:15:00",538498,0,"NAN","NAN","2026-08-02 16:15:00","NAN","2026-08-02 16:15:00"
"2026-08-02 16:20:00",538499,0,"NAN","NAN","2026-08-02 16:20:00","NAN","2026-08-02 16:20:00"
"2026-08-02 16:25:00",538500,0,"NAN","NAN","2026-08-02 16:25:00","NAN","2026-08-02 16:25:00"
"2026-08-02 16:30:00",538501,0,"NAN","NAN","2026-08-02 16:30:00","NAN","2026-08-02 16:30:00"
"2026-08-02 16:35:00",538502,0,"NAN","NAN","2026-08-02 16:35:00","NAN","2026-08-02 16:35:00"
"2026-08-02 16:40:00",538503,0,"NAN","NAN","2026-08-02 16:40:00","NAN","2026-08-02 16:40:00"
"2026-08-02 16:45:00",538504,0,"NAN","NAN","2026-08-02 16:45:00","NAN","2026-08-02 16:45:00"
"2026-08-02 16:50:00",538505,0,"NAN","NAN","2026-08-02 16:50:00","NAN","2026-08-02 16:50:00"
"2026-08-02 16:55:00",538506,0,"NAN","NAN","2026-08-02 16:55:00","NAN","2026-08-02 16:55:00"
"2026-08-02 17:00:00",538507,0,"NAN","NAN","2026-08-02 17:00:00","NAN","2026-08-02 17:00:00"
"2026-08-02 17:05:00",538508,0,"NAN","NAN","2026-08-02 17:05:00","NAN","2026-08-02 17:05:00"
"2026-08-02 17:10:00",538509,0,"NAN","NAN","2026-08-02 17:10:00","NAN","2026-08-02 17:10:00"
"2026-08-02 17:15:00",538510,0,"NAN","NAN","2026-08-02 17:15:00","NAN","2026-08-02 17:15:00"
"2026-08-02 17:20:00",538511,0,"NAN","NAN","2026-08-02 17:20:00","NAN","2026-08-02 17:20:00"
"2026-08-02 17:25:00",538512,0,"NAN","NAN","2026-08-02 17:25:00","NAN","2026-08-02 17:25:00"
"2026-08-02 17:30:00",538513,0,"NAN","NAN","2026-08-02 17:30:00","NAN","2026-08-02 17:30:00"
"2026-08-02 17:35:00",538514,0,"NAN","NAN","2026-08-02 17:35:00","NAN","2026-08-02 17:35:00"
"2026-08-02 17:40:00",538515,0,"NAN","NAN","2026-08-02 17:40:00","NAN","2026-08-02 17:40:00"
"2026-08-02 17:45:00",538516,0,"NAN","NAN","2026-08-02 17:45:00","NAN","2026-08-02 17:45:00"
"2026-08-02 17:50:00",538517,0,"NAN","NAN","2026-08-02 17:50:00","NAN","2026-08-02 17:50:00"
"2026-08-02 17:55:00",538518,0,"NAN","NAN","2026-08-02 17:55:00","NAN","2026-08-02 17:55:00"
"2026-08-02 18:00:00",538519,0,"NAN","NAN","2026-08-02 18:00:00","NAN","2026-08-02 18:00:00"
"2026-08-02 18:05:00",538520,0,"NAN","NAN","2026-08-02 18:05:00","NAN","2026-08-02 18:05:00"
"2026-08-02 18:10:00",538521,0,"NAN","NAN","2026-08-02 18:10:00","NAN","2026-08-02 18:10:00"
"2026-08-02 18:15:00",538522,0,"NAN","NAN","2026-08-02 18:15:00","NAN","2026-08-02 18:15:00"
"2026-08-02 18:20:00",538523,0,"NAN","NAN","2026-08-02 18:20:00","NAN","2026-08-02 18:20:00"
"2026-08-02 18:25:00",538524,0,"NAN","NAN","2026-08-02 18:25:00","NAN","2026-08-02 18:25:00"
"2026-08-02 18:30:00",538525,0,"NAN","NAN","2026-08-02 18:30:00","NAN","2026-08-02 18:30:00"
"2026-08-02 18:35:00",538526,0,"NAN","NAN","2026-08-02 18:35:00","NAN","2026-08-02 18:35:00"
"2026-08-02 18:40:00",538527,0,"NAN","NAN","2026-08-02 18:40:00","NAN","2026-08-02 18:40:00"
"2026-08-02 18:45:00",538528,0,"NAN","NAN","2026-08-02 18:45:00","NAN","2026-08-02 18:45:00"
"2026-08-02 18:50:00",538529,0,"NAN","NAN","2026-08-02 18:50:00","NAN","2026-08-02 18:50:00"
"2026-08-02 18:55:00",538530,0,"NAN","NAN","2026-08-02 18:55:00","NAN","2026-08-02 18:55:00"
"2026-08-02 19:00:00",538531,0,"NAN","NAN","2026-08-02 19:00:00","NAN","2026-08-02 19:00:00"
"2026-08-02 19:05:00",538532,0,"NAN","NAN","2026-08-02 19:05:00","NAN","2026-08-02 19:05:00"
"2026-08-02 19:10:00",538533,0,"NAN","NAN","2026-08-02 19:10:00","NAN","2026-08-02 19:10:00"
"2026-08-02 19:15:00",538534,0,"NAN","NAN","2026-08-02 19:15:00","NAN","2026-08-02 19:15:00"
"2026-08-02 19:20:00",538535,0,"NAN","NAN","2026-08-02 19:20:00","NAN","2026-08-02 19:20:00"
"2026-08-02 19:25:00",538536,0,"NAN","NAN","2026-08-02 19:25:00","NAN","2026-08-02 19:25:00"
"2026-08-02 19:30:00",538537,0,"NAN","NAN","2026-08-02 19:30:00","NAN","2026-08-02 19:30:00"
"2026-08-02 19:35:00",538538,0,"NAN","NAN","2026-08-02 19:35:00","NAN","2026-08-02 19:35:00"
"2026-08-02 19:40:00",538539,0,"NAN","NAN","2026-08-02 19:40:00","NAN","2026-08-02 19:40:00"
"2026-08-02 19:45:00",538540,0,"NAN","NAN","2026-08-02 19:45:00","NAN","2026-08-02 19:45:00"
"2026-08-02 19:50:00",538541,0,"NAN","NAN","2026-08-02 19:50:00","NAN","2026-08-02 19:50:00"
"2026-08-02 19:55:00",538542,0,"NAN","NAN","2026-08-02 19:55:00","NAN","2026-08-02 19:55:00"
"2026-08-02 20:00:00",538543,0,"NAN","NAN","2026-08-02 20:00:00","NAN","2026-08-02 20:00:00"
"2026-08-02 20:05:00",538544,0,"NAN","NAN","2026-08-02 20:05:00","NAN","2026-08-02 20:05:00"
"2026-08-02 20:10:00",538545,0,"NAN","NAN","2026-08-02 20:10:00","NAN","2026-08-02 20:10:00"
"2026-08-02 20:15:00",538546,0,"NAN","NAN","2026-08-02 20:15:00","NAN","2026-08-02 20:15:00"
"2026-08-02 20:20:00",538547,0,"NAN","NAN","2026-08-02 20:20:00","NAN","2026-08-02 20:20:00"
"2026-08-02 20:25:00",538548,0,"NAN","NAN","2026-08-02 20:25:00","NAN","2026-08-02 20:25:00"
"2026-08-02 20:30:00",538549,0,"NAN","NAN","2026-08-02 20:30:00","NAN","2026-08-02 20:30:00"
"2026-08-02 20:35:00",538550,0,"NAN","NAN","2026-08-02 20:35:00","NAN","2026-08-02 20:35:00"
"2026-08-02 20:40:00",538551,0,"NAN","NAN","2026-08-02 20:40:00","NAN","2026-08-02 20:40:00"
"2026-08-02 20:45:00",538552,0,"NAN","NAN","2026-08-02 20:45:00","NAN","2026-08-02 20:45:00"
"2026-08-02 20:50:00",538553,0,"NAN","NAN","2026-08-02 20:50:00","NAN","2026-08-02 20:50:00"
"2026-08-02 20:55:00",538554,0,"NAN","NAN","2026-08-02 20:55:00","NAN","2026-08-02 20:55:00"
"2026-08-02 21:00:00",538555,0,"NAN","NAN","2026-08-02 21:00:00","NAN","2026-08-02 21:00:00"
"2026-08-02 21:05:00",538556,0,"NAN","NAN","2026-08-02 21:05:00","NAN","2026-08-02 21:05:00"
"2026-08-02 21:10:00",538557,0,"NAN","NAN","2026-08-02 21:10:00","NAN","2026-08-02 21:10:00"
"2026-08-02 21:15:00",538558,0,"NAN","NAN","2026-08-02 21:15:00","NAN","2026-08-02 21:15:00"
"2026-08-02 21:20:00",538559,0,"NAN","NAN","2026-08-02 21:20:00","NAN","2026-08-02 21:20:00"
"2026-08-02 21:25:00",538560,0,"NAN","NAN","2026-08-02 21:25:00","NAN","2026-08-02 21:25:00"
"2026-08-02 21:30:00",538561,0,"NAN","NAN","2026-08-02 21:30:00","NAN","2026-08-02 21:30:00"
"2026-08-02 21:35:00",538562,0,"NAN","NAN","2026-08-02 21:35:00","NAN","2026-08-02 21:35:00"
"2026-08-02 21:40:00",538563,0,"NAN","NAN","2026-08-02 21:40:00","NAN","2026-08-02 21:40:00"
"2026-08-02 21:45:00",538564,0,"NAN","NAN","2026-08-02 21:45:00","NAN","2026-08-02 21:45:00"
"2026-08-02 21:50:00",538565,0,"NAN","NAN","2026-08-02 21:50:00","NAN","2026-08-02 21:50:00"
"2026-08-02 21:55:00",538566,0,"NAN","NAN","2026-08-02 21:55:00","NAN","2026-08-02 21:55:00"
"2026-08-02 22:00:00",538567,0,"NAN","NAN","2026-08-02 22:00:00","NAN","2026-08-02 22:00:00"
"2026-08-02 22:05:00",538568,0,"NAN","NAN","2026-08-02 22:05:00","NAN","2026-08-02 22:05:00"
"2026-08-02 22:10:00",538569,0,"NAN","NAN","2026-08-02 22:10:00","NAN","2026-08-02 22:10:00"
"2026-08-02 22:15:00",538570,0,"NAN","NAN","2026-08-02 22:15:00","NAN","2026-08-02 22:15:00"
"2026-08-02 22:20:00",538571,0,"NAN","NAN","2026-08-02 22:20:00","NAN","2026-08-02 22:20:00"
"2026-08-02 22:25:00",538572,0,"NAN","NAN","2026-08-02 22:25:00","NAN","2026-08-02 22:25:00"
"2026-08-02 22:30:00",538573,0,"NAN","NAN","2026-08-02 22:30:00","NAN","2026-08-02 22:30:00"
"2026-08-02 22:35:00",538574,0,"NAN","NAN","2026-08-02 22:35:00","NAN","2026-08-02 22:35:00"
"2026-08-02 22:40:00",538575,0,"NAN","NAN","2026-08-02 22:40:00","NAN","2026-08-02 22:40:00"
"2026-08-02 22:45:00",538576,0,"NAN","NAN","2026-08-02 22:45:00","NAN","2026-08-02 22:45:00"
"2026-08-02 22:50:00",538577,0,"NAN","NAN","2026-08-02 22:50:00","NAN","2026-08-02 22:50:00"
"2026-08-02 22:55:00",538578,0,"NAN","NAN","2026-08-02 22:55:00","NAN","2026-08-02 22:55:00"
"2026-08-02 23:00:00",538579,0,"NAN","NAN","2026-08-02 23:00:00","NAN","2026-08-02 23:00:00"
"2026-08-02 23:05:00",538580,0,"NAN","NAN","2026-08-02 23:05:00","NAN","2026-08-02 23:05:00"
"2026-08-02 23:10:00",538581,0,"NAN","NAN","2026-08-02 23:10:00","NAN","2026-08-02 23:10:00"
"2026-08-02 23:15:00",538582,0,"NAN","NAN","2026-08-02 23:15:00","NAN","2026-08-02 23:15:00"
"2026-08-02 23:20:00",538583,0,"NAN","NAN","2026-08-02 23:20:00","NAN","2026-08-02 23:20:00"
"2026-08-02 23:25:00",538584,0,"NAN","NAN","2026-08-02 23:25:00","NAN","2026-08-02 23:25:00"
"2026-08-02 23:30:00",538585,0,"NAN","NAN","2026-08-02 23:30:00","NAN","2026-08-02 23:30:00"
"2026-08-02 23:35:00",538586,0,"NAN","NAN","2026-08-02 23:35:00","NAN","2026-08-02 23:35:00"
"2026-08-02 23:40:00",538587,0,"NAN","NAN","2026-08-02 23:40:00","NAN","2026-08-02 23:40:00"
"2026-08-02 23:45:00",538588,0,"NAN","NAN","2026-08-02 23:45:00","NAN","2026-08-02 23:45:00"
"2026-08-02 23:50:00",538589,0,"NAN","NAN","2026-08-02 23:50:00","NAN","2026-08-02 23:50:00"
"2026-08-02 23:55:00",538590,0,"NAN","NAN","2026-08-02 23:55:00","NAN","2026-08-02 23:55:00"
"2026-08-03 00:00:00",538591,0,"NAN","NAN","2026-08-03 00:00:00","NAN","2026-08-03 00:00:00"
"2026-08-03 00:05:00",538592,0,"NAN","NAN","2026-08-03 00:05:00","NAN","2026-08-03 00:05:00"
"2026-08-03 00:10:00",538593,0,"NAN","NAN","2026-08-03 00:10:00","NAN","2026-08-03 00:10:00"
"2026-08-03 00:15:00",538594,0,"NAN","NAN","2026-08-03 00:15:00","NAN","2026-08-03 00:15:00"
"2026-08-03 00:20:00",538595,0,"NAN","NAN","2026-08-03 00:20:00","NAN","2026-08-03 00:20:00"
"2026-08-03 00:25:00",538596,0,"NAN","NAN","2026-08-03 00:25:00","NAN","2026-08-03 00:25:00"
"2026-08-03 00:30:00",538597,0,"NAN","NAN","2026-08-03 00:30:00","NAN","2026-08-03 00:30:00"
"2026-08-03 00:35:00",538598,0,"NAN","NAN","2026-08-03 00:35:00","NAN","2026-08-03 00:35:00"
"2026-08-03 00:40:00",538599,0,"NAN","NAN","2026-08-03 00:40:00","NAN","2026-08-03 00:40:00"
"2026-08-03 00:45:00",538600,0,"NAN","NAN","2026-08-03 00:45:00","NAN","2026-08-03 00:45:00"
"2026-08-03 00:50:00",538601,0,"NAN","NAN","2026-08-03 00:50:00","NAN","2026-08-03 00:50:00"
"2026-08-03 00:55:00",538602,0,"NAN","NAN","2026-08-03 00:55:00","NAN","2026-08-03 00:55:00"
"2026-08-03 01:00:00",538603,0,"NAN","NAN","2026-08-03 01:00:00","NAN","2026-08-03 01:00:00"
"2026-08-03 01:05:00",538604,0,"NAN","NAN","2026-08-03 01:05:00","NAN","2026-08-03 01:05:00"
"2026-08-03 01:10:00",538605,0,"NAN","NAN","2026-08-03 01:10:00","NAN","2026-08-03 01:10:00"
"2026-08-03 01:15:00",538606,0,"NAN","NAN","2026-08-03 01:15:00","NAN","2026-08-03 01:15:00"
"2026-08-03 01:20:00",538607,0,"NAN","NAN","2026-08-03 01:20:00","NAN","2026-08-03 01:20:00"
"2026-08-03 01:25:00",538608,0,"NAN","NAN","2026-08-03 01:25:00","NAN","2026-08-03 01:25:00"
"2026-08-03 01:30:00",538609,0,"NAN","NAN","2026-08-03 01:30:00","NAN","2026-08-03 01:30:00"
"2026-08-03 01:35:00",538610,0,"NAN","NAN","2026-08-03 01:35:00","NAN","2026-08-03 01:35:00"
"2026-08-03 01:40:00",538611,0,"NAN","NAN","2026-08-03 01:40:00","NAN","2026-08-03 01:40:00"
"2026-08-03 01:45:00",538612,0,"NAN","NAN","2026-08-03 01:45:00","NAN","2026-08-03 01:45:00"
"2026-08-03 01:50:00",538613,0,"NAN","NAN","2026-08-03 01:50:00","NAN","2026-08-03 01:50:00"
"2026-08-03 01:55:00",538614,0,"NAN","NAN","2026-08-03 01:55:00","NAN","2026-08-03 01:55:00"
"2026-08-03 02:00:00",538615,0,"NAN","NAN","2026-08-03 02:00:00","NAN","2026-08-03 02:00:00"
"2026-08-03 02:05:00",538616,0,"NAN","NAN","2026-08-03 02:05:00","NAN","2026-08-03 02:05:00"
"2026-08-03 02:10:00",538617,0,"NAN","NAN","2026-08-03 02:10:00","NAN","2026-08-03 02:10:00"
"2026-08-03 02:15:00",538618,0,"NAN","NAN","2026-08-03 02:15:00","NAN","2026-08-03 02:15:00"
"2026-08-03 02:20:00",538619,0,"NAN","NAN","2026-08-03 02:20:00","NAN","2026-08-03 02:20:00"
"2026-08-03 02:25:00",538620,0,"NAN","NAN","2026-08-03 02:25:00","NAN","2026-08-03 02:25:00"
"2026-08-03 02:30:00",538621,0,"NAN","NAN","2026-08-03 02:30:00","NAN","2026-08-03 02:30:00"
"2026-08-03 02:35:00",538622,0,"NAN","NAN","2026-08-03 02:35:00","NAN","2026-08-03 02:35:00"
"2026-08-03 02:40:00",538623,0,"NAN","NAN","2026-08-03 02:40:00","NAN","2026-08-03 02:40:00"
"2026-08-03 02:45:00",538624,0,"NAN","NAN","2026-08-03 02:45:00","NAN","2026-08-03 02:45:00"
"2026-08-03 02:50:00",538625,0,"NAN","NAN","2026-08-03 02:50:00","NAN","2026-08-03 02:50:00"
"2026-08-03 02:55:00",538626,0,"NAN","NAN","2026-08-03 02:55:00","NAN","2026-08-03 02:55:00"
"2026-08-03 03:00:00",538627,0,"NAN","NAN","2026-08-03 03:00:00","NAN","2026-08-03 03:00:00"
"2026-08-03 03:05:00",538628,0,"NAN","NAN","2026-08-03 03:05:00","NAN","2026-08-03 03:05:00"
"2026-08-03 03:10:00",538629,0,"NAN","NAN","2026-08-03 03:10:00","NAN","2026-08-03 03:10:00"
"2026-08-03 03:15:00",538630,0,"NAN","NAN","2026-08-03 03:15:00","NAN","2026-08-03 03:15:00"
"2026-08-03 03:20:00",538631,0,"NAN","NAN","2026-08-03 03:20:00","NAN","2026-08-03 03:20:00"
"2026-08-03 03:25:00",538632,0,"NAN","NAN","2026-08-03 03:25:00","NAN","2026-08-03 03:25:00"
"2026-08-03 03:30:00",538633,0,"NAN","NAN","2026-08-03 03:30:00","NAN","2026-08-03 03:30:00"
"2026-08-03 03:35:00",538634,0,"NAN","NAN","2026-08-03 03:35:00","NAN","2026-08-03 03:35:00"
"2026-08-03 03:40:00",538635,0,"NAN","NAN","2026-08-03 03:40:00","NAN","2026-08-03 03:40:00"
"2026-08-03 03:45:00",538636,0,"NAN","NAN","2026-08-03 03:45:00","NAN","2026-08-03 03:45:00"
"2026-08-03 03:50:00",538637,0,"NAN","NAN","2026-08-03 03:50:00","NAN","2026-08-03 03:50:00"
"2026-08-03 03:55:00",538638,0,"NAN","NAN","2026-08-03 03:55:00","NAN","2026-08-03 03:55:00"
"2026-08-03 04:00:00",538639,0,"NAN","NAN","2026-08-03 04:00:00","NAN","2026-08-03 04:00:00"
"2026-08-03 04:05:00",538640,0,"NAN","NAN","2026-08-03 04:05:00","NAN","2026-08-03 04:05:00"
"2026-08-03 04:10:00",538641,0,"NAN","NAN","2026-08-03 04:10:00","NAN","2026-08-03 04:10:00"
"2026-08-03 04:15:00",538642,0,"NAN","NAN","2026-08-03 04:15:00","NAN","2026-08-03 04:15:00"
"2026-08-03 04:20:00",538643,0,"NAN","NAN","2026-08-03 04:20:00","NAN","2026-08-03 04:20:00"
"2026-08-03 04:25:00",538644,0,"NAN","NAN","2026-08-03 04:25:00","NAN","2026-08-03 04:25:00"
"2026-08-03 04:30:00",538645,0,"NAN","NAN","2026-08-03 04:30:00","NAN","2026-08-03 04:30:00"
"2026-08-03 04:35:00",538646,0,"NAN","NAN","2026-08-03 04:35:00","NAN","2026-08-03 04:35:00"
"2026-08-03 04:40:00",538647,0,"NAN","NAN","2026-08-03 04:40:00","NAN","2026-08-03 04:40:00"
"2026-08-03 04:45:00",538648,0,"NAN","NAN","2026-08-03 04:45:00","NAN","2026-08-03 04:45:00"
"2026-08-03 04:50:00",538649,0,"NAN","NAN","2026-08-03 04:50:00","NAN","2026-08-03 04:50:00"
"2026-08-03 04:55:00",538650,0,"NAN","NAN","2026-08-03 04:55:00","NAN","2026-08-03 04:55:00"
"2026-08-03 05:00:00",538651,0,"NAN","NAN","2026-08-03 05:00:00","NAN","2026-08-03 05:00:00"
"2026-08-03 05:05:00",538652,0,"NAN","NAN","2026-08-03 05:05:00","NAN","2026-08-03 05:05:00"
"2026-08-03 05:10:00",538653,0,"NAN","NAN","2026-08-03 05:10:00","NAN","2026-08-03 05:10:00"
"2026-08-03 05:15:00",538654,0,"NAN","NAN","2026-08-03 05:15:00","NAN","2026-08-03 05:15:00"
"2026-08-03 05:20:00",538655,0,"NAN","NAN","2026-08-03 05:20:00","NAN","2026-08-03 05:20:00"
"2026-08-03 05:25:00",538656,0,"NAN","NAN","2026-08-03 05:25:00","NAN","2026-08-03 05:25:00"
"2026-08-03 05:30:00",538657,0,"NAN","NAN","2026-08-03 05:30:00","NAN","2026-08-03 05:30:00"
"2026-08-03 05:35:00",538658,0,"NAN","NAN","2026-08-03 05:35:00","NAN","2026-08-03 05:35:00"
"2026-08-03 05:40:00",538659,0,"NAN","NAN","2026-08-03 05:40:00","NAN","2026-08-03 05:40:00"
"2026-08-03 05:45:00",538660,0,"NAN","NAN","2026-08-03 05:45:00","NAN","2026-08-03 05:45:00"
"2026-08-03 05:50:00",538661,0,"NAN","NAN","2026-08-03 05:50:00","NAN","2026-08-03 05:50:00"
"2026-08-03 05:55:00",538662,0,"NAN","NAN","2026-08-03 05:55:00","NAN","2026-08-03 05:55:00"
"2026-08-03 06:00:00",538663,0,"NAN","NAN","2026-08-03 06:00:00","NAN","2026-08-03 06:00:00"
"2026-08-03 06:05:00",538664,0,"NAN","NAN","2026-08-03 06:05:00","NAN","2026-08-03 06:05:00"
"2026-08-03 06:10:00",538665,0,"NAN","NAN","2026-08-03 06:10:00","NAN","2026-08-03 06:10:00"
"2026-08-03 06:15:00",538666,0,"NAN","NAN","2026-08-03 06:15:00","NAN","2026-08-03 06:15:00"
"2026-08-03 06:20:00",538667,0,"NAN","NAN","2026-08-03 06:20:00","NAN","2026-08-03 06:20:00"
"2026-08-03 06:25:00",538668,0,"NAN","NAN","2026-08-03 06:25:00","NAN","2026-08-03 06:25:00"
"2026-08-03 06:30:00",538669,0,"NAN","NAN","2026-08-03 06:30:00","NAN","2026-08-03 06:30:00"
"2026-08-03 06:35:00",538670,0,"NAN","NAN","2026-08-03 06:35:00","NAN","2026-08-03 06:35:00"
"2026-08-03 06:40:00",538671,0,"NAN","NAN","2026-08-03 06:40:00","NAN","2026-08-03 06:40:00"
