"TOA5","24170","CR300","24170","CR300.Std.10.02","CPU:HIDRO_DIVOBRAS_V6.CR300","36164","DIVOBRAS_HR"
"TIMESTAMP","RECORD","Chuva_Tot","Nivel","Nivel_Max","Nivel_TMx","Nivel_Min","Nivel_TMn"
"TS","RN","mm","Metros","Metros","","Metros",""
"","","Tot","Smp","Max","TMx","Min","TMn"
"2026-08-16 01:00:00",45199,0,"NAN","NAN","2026-08-16 01:00:00","NAN","2026-08-16 01:00:00"
"2026-08-16 02:00:00",45200,0,"NAN","NAN","2026-08-16 02:00:00","NAN","2026-08-16 02:00:00"
"2026-08-16 03:00:00",45201,0,"NAN","NAN","2026-08-16 03:00:00","NAN","2026-08-16 03:00:00"
"2026-08-16 04:00:00",45202,0,"NAN","NAN","2026-08-16 04:00:00","NAN","2026-08-16 04:00:00"
"2026-08-16 05:00:00",45203,0,"NAN","NAN","2026-08-16 05:00:00","NAN","2026-08-16 05:00:00"
"2026-08-16 06:00:00",45204,0,"NAN","NAN","2026-08-16 06:00:00","NAN","2026-08-16 06:00:00"
"2026-08-16 07:00:00",45205,0.254,"NAN","NAN","2026-08-16 07:00:00","NAN","2026-08-16 07:00:00"
"2026-08-16 08:00:00",45206,0.254,"NAN","NAN","2026-08-16 08:00:00","NAN","2026-08-16 08:00:00"
"2026-08-16 09:00:00",45207,0,"NAN","NAN","2026-08-16 09:00:00","NAN","2026-08-16 09:00:00"
"2026-08-16 10:00:00",45208,0,"NAN","NAN","2026-08-16 10:00:00","NAN","2026-08-16 10:00:00"
"2026-08-16 11:00:00",45209,0,"NAN","NAN","2026-08-16 11:00:00","NAN","2026-08-16 11:00:00"
"2026-08-16 12:00:00",45210,0,"NAN","NAN","2026-08-16 12:00:00","NAN","2026-08-16 12:00:00"
"2026-08-16 13:00:00",45211,0,"NAN","NAN","2026-08-16 13:00:00","NAN","2026-08-16 13:00:00"
"2026-08-16 14:00:00",45212,0,"NAN","NAN","2026-08-16 14:00:00","NAN","2026-08-16 14:00:00"
"2026-08-16 15:00:00",45213,0,"NAN","NAN","2026-08-16 15:00:00","NAN","2026-08-16 15:00:00"
"2026-08-16 16:00:00",45214,0,"NAN","NAN","2026-08-16 16:00:00","NAN","2026-08-16 16:00:00"
"2026-08-16 17:00:00",45215,0,"NAN","NAN","2026-08-16 17:00:00","NAN","2026-08-16 17:00:00"
"2026-08-16 18:00:00",45216,0,"NAN","NAN","2026-08-16 18:00:00","NAN","2026-08-16 18:00:00"
"2026-08-16 19:00:00",45217,0,"NAN","NAN","2026-08-16 19:00:00","NAN","2026-08-16 19:00:00"
"2026-08-16 20:00:00",45218,0,"NAN","NAN","2026-08-16 20:00:00","NAN","2026-08-16 20:00:00"
"2026-08-16 21:00:00",45219,0,"NAN","NAN","2026-08-16 21:00:00","NAN","2026-08-16 21:00:00"
"2026-08-16 22:00:00",45220,0,"NAN","NAN","2026-08-16 22:00:00","NAN","2026-08-16 22:00:00"
"2026-08-16 23:00:00",45221,0,"NAN","NAN","2026-08-16 23:00:00","NAN","2026-08-16 23:00:00"
"2026-08-17 00:00:00",45222,0,"NAN","NAN","2026-08-17 00:00:00","NAN","2026-08-17 00:00:00"
"2026-08-17 01:00:00",45223,0,"NAN","NAN","2026-08-17 01:00:00","NAN","2026-08-17 01:00:00"
"2026-08-17 02:00:00",45224,0,"NAN","NAN","2026-08-17 02:00:00","NAN","2026-08-17 02:00:00"
"2026-08-17 03:00:00",45225,0,"NAN","NAN","2026-08-17 03:00:00","NAN","2026-08-17 03:00:00"
"2026-08-17 04:00:00",45226,0,"NAN","NAN","2026-08-17 04:00:00","NAN","2026-08-17 04:00:00"
"2026-08-17 05:00:00",45227,0,"NAN","NAN","2026-08-17 05:00:00","NAN","2026-08-17 05:00:00"
"2026-08-17 06:00:00",45228,0,"NAN","NAN","2026-08-17 06:00:00","NAN","2026-08-17 06:00:00"
"2026-08-17 07:00:00",45229,0,"NAN","NAN","2026-08-17 07:00:00","NAN","2026-08-17 07:00:00"
"2026-08-17 08:00:00",45230,0,"NAN","NAN","2026-08-17 08:00:00","NAN","2026-08-17 08:00:00"
"2026-08-17 09:00:00",45231,0,"NAN","NAN","2026-08-17 09:00:00","NAN","2026-08-17 09:00:00"
"2026-08-17 10:00:00",45232,0,"NAN","NAN","2026-08-17 10:00:00","NAN","2026-08-17 10:00:00"
"2026-08-17 11:00:00",45233,0,"NAN","NAN","2026-08-17 11:00:00","NAN","2026-08-17 11:00:00"
"2026-08-17 12:00:00",45234,0,"NAN","NAN","2026-08-17 12:00:00","NAN","2026-08-17 12:00:00"
"2026-08-17 13:00:00",45235,0,"NAN","NAN","2026-08-17 13:00:00","NAN","2026-08-17 13:00:00"
"2026-08-17 14:00:00",45236,0,"NAN","NAN","2026-08-17 14:00:00","NAN","2026-08-17 14:00:00"
"2026-08-17 15:00:00",45237,0,"NAN","NAN","2026-08-17 15:00:00","NAN","2026-08-17 15:00:00"
"2026-08-17 16:00:00",45238,0,"NAN","NAN","2026-08-17 16:00:00","NAN","2026-08-17 16:00:00"
"2026-08-17 17:00:00",45239,0,"NAN","NAN","2026-08-17 17:00:00","NAN","2026-08-17 17:00:00"
"2026-08-17 18:00:00",45240,0,"NAN","NAN","2026-08-17 18:00:00","NAN","2026-08-17 18:00:00"
"2026-08-17 19:00:00",45241,0,"NAN","NAN","2026-08-17 19:00:00","NAN","2026-08-17 19:00:00"
"2026-08-17 20:00:00",45242,0,"NAN","NAN","2026-08-17 20:00:00","NAN","2026-08-17 20:00:00"
"2026-08-17 21:00:00",45243,0,"NAN","NAN","2026-08-17 21:00:00","NAN","2026-08-17 21:00:00"
"2026-08-17 22:00:00",45244,0,"NAN","NAN","2026-08-17 22:00:00","NAN","2026-08-17 22:00:00"
"2026-08-17 23:00:00",45245,0,"NAN","NAN","2026-08-17 23:00:00","NAN","2026-08-17 23:00:00"
"2026-08-18 00:00:00",45246,0,"NAN","NAN","2026-08-18 00:00:00","NAN","2026-08-18 00:00:00"
"2026-08-18 01:00:00",45247,0,"NAN","NAN","2026-08-18 01:00:00","NAN","2026-08-18 01:00:00"
"2026-08-18 02:00:00",45248,0,"NAN","NAN","2026-08-18 02:00:00","NAN","2026-08-18 02:00:00"
"2026-08-18 03:00:00",45249,0,"NAN","NAN","2026-08-18 03:00:00","NAN","2026-08-18 03:00:00"
"2026-08-18 04:00:00",45250,0,"NAN","NAN","2026-08-18 04:00:00","NAN","2026-08-18 04:00:00"
"2026-08-18 05:00:00",45251,0,"NAN","NAN","2026-08-18 05:00:00","NAN","2026-08-18 05:00:00"
"2026-08-18 06:00:00",45252,0,"NAN","NAN","2026-08-18 06:00:00","NAN","2026-08-18 06:00:00"
"2026-08-18 07:00:00",45253,0,"NAN","NAN","2026-08-18 07:00:00","NAN","2026-08-18 07:00:00"
"2026-08-18 08:00:00",45254,0,"NAN","NAN","2026-08-18 08:00:00","NAN","2026-08-18 08:00:00"
"2026-08-18 09:00:00",45255,0,"NAN","NAN","2026-08-18 09:00:00","NAN","2026-08-18 09:00:00"
"2026-08-18 10:00:00",45256,0,"NAN","NAN","2026-08-18 10:00:00","NAN","2026-08-18 10:00:00"
"2026-08-18 11:00:00",45257,0,"NAN","NAN","2026-08-18 11:00:00","NAN","2026-08-18 11:00:00"
"2026-08-18 12:00:00",45258,0,"NAN","NAN","2026-08-18 12:00:00","NAN","2026-08-18 12:00:00"
"2026-08-18 13:00:00",45259,0,"NAN","NAN","2026-08-18 13:00:00","NAN","2026-08-18 13:00:00"
"2026-08-18 14:00:00",45260,0,"NAN","NAN","2026-08-18 14:00:00","NAN","2026-08-18 14:00:00"
"2026-08-18 15:00:00",45261,0,"NAN","NAN","2026-08-18 15:00:00","NAN","2026-08-18 15:00:00"
"2026-08-18 16:00:00",45262,0,"NAN","NAN","2026-08-18 16:00:00","NAN","2026-08-18 16:00:00"
"2026-08-18 17:00:00",45263,0,"NAN","NAN","2026-08-18 17:00:00","NAN","2026-08-18 17:00:00"
"2026-08-18 18:00:00",45264,0,"NAN","NAN","2026-08-18 18:00:00","NAN","2026-08-18 18:00:00"
"2026-08-18 19:00:00",45265,0,"NAN","NAN","2026-08-18 19:00:00","NAN","2026-08-18 19:00:00"
"2026-08-18 20:00:00",45266,0,"NAN","NAN","2026-08-18 20:00:00","NAN","2026-08-18 20:00:00"
"2026-08-18 21:00:00",45267,0,"NAN","NAN","2026-08-18 21:00:00","NAN","2026-08-18 21:00:00"
"2026-08-18 22:00:00",45268,0,"NAN","NAN","2026-08-18 22:00:00","NAN","2026-08-18 22:00:00"
"2026-08-18 23:00:00",45269,0,"NAN","NAN","2026-08-18 23:00:00","NAN","2026-08-18 23:00:00"
"2026-08-19 00:00:00",45270,0,"NAN","NAN","2026-08-19 00:00:00","NAN","2026-08-19 00:00:00"
"2026-08-19 01:00:00",45271,0,"NAN","NAN","2026-08-19 01:00:00","NAN","2026-08-19 01:00:00"
"2026-08-19 02:00:00",45272,0,"NAN","NAN","2026-08-19 02:00:00","NAN","2026-08-19 02:00:00"
"2026-08-19 03:00:00",45273,0,"NAN","NAN","2026-08-19 03:00:00","NAN","2026-08-19 03:00:00"
"2026-08-19 04:00:00",45274,0,"NAN","NAN","2026-08-19 04:00:00","NAN","2026-08-19 04:00:00"
"2026-08-19 05:00:00",45275,0,"NAN","NAN","2026-08-19 05:00:00","NAN","2026-08-19 05:00:00"
"2026-08-19 06:00:00",45276,0,"NAN","NAN","2026-08-19 06:00:00","NAN","2026-08-19 06:00:00"
"2026-08-19 07:00:00",45277,0,"NAN","NAN","2026-08-19 07:00:00","NAN","2026-08-19 07:00:00"
"2026-08-19 08:00:00",45278,0,"NAN","NAN","2026-08-19 08:00:00","NAN","2026-08-19 08:00:00"
"2026-08-19 09:00:00",45279,0,"NAN","NAN","2026-08-19 09:00:00","NAN","2026-08-19 09:00:00"
"2026-08-19 10:00:00",45280,0,"NAN","NAN","2026-08-19 10:00:00","NAN","2026-08-19 10:00:00"
"2026-08-19 11:00:00",45281,0,"NAN","NAN","2026-08-19 11:00:00","NAN","2026-08-19 11:00:00"
"2026-08-19 12:00:00",45282,0,"NAN","NAN","2026-08-19 12:00:00","NAN","2026-08-19 12:00:00"
"2026-08-19 13:00:00",45283,0,"NAN","NAN","2026-08-19 13:00:00","NAN","2026-08-19 13:00:00"
"2026-08-19 14:00:00",45284,0,"NAN","NAN","2026-08-19 14:00:00","NAN","2026-08-19 14:00:00"
"2026-08-19 15:00:00",45285,0,"NAN","NAN","2026-08-19 15:00:00","NAN","2026-08-19 15:00:00"
"2026-08-19 16:00:00",45286,0,"NAN","NAN","2026-08-19 16:00:00","NAN","2026-08-19 16:00:00"
"2026-08-19 17:00:00",45287,0,"NAN","NAN","2026-08-19 17:00:00","NAN","2026-08-19 17:00:00"
"2026-08-19 18:00:00",45288,0,"NAN","NAN","2026-08-19 18:00:00","NAN","2026-08-19 18:00:00"
"2026-08-19 19:00:00",45289,0,"NAN","NAN","2026-08-19 19:00:00","NAN","2026-08-19 19:00:00"
"2026-08-19 20:00:00",45290,0,"NAN","NAN","2026-08-19 20:00:00","NAN","2026-08-19 20:00:00"
"2026-08-19 21:00:00",45291,0,"NAN","NAN","2026-08-19 21:00:00","NAN","2026-08-19 21:00:00"
"2026-08-19 22:00:00",45292,0,"NAN","NAN","2026-08-19 22:00:00","NAN","2026-08-19 22:00:00"
"2026-08-19 23:00:00",45293,0,"NAN","NAN","2026-08-19 23:00:00","NAN","2026-08-19 23:00:00"
"2026-08-20 00:00:00",45294,0,"NAN","NAN","2026-08-20 00:00:00","NAN","2026-08-20 00:00:00"
"2026-08-20 01:00:00",45295,0.254,"NAN","NAN","2026-08-20 01:00:00","NAN","2026-08-20 01:00:00"
"2026-08-20 02:00:00",45296,0,"NAN","NAN","2026-08-20 02:00:00","NAN","2026-08-20 02:00:00"
"2026-08-20 03:00:00",45297,0,"NAN","NAN","2026-08-20 03:00:00","NAN","2026-08-20 03:00:00"
"2026-08-20 04:00:00",45298,0,"NAN","NAN","2026-08-20 04:00:00","NAN","2026-08-20 04:00:00"
"2026-08-20 05:00:00",45299,0,"NAN","NAN","2026-08-20 05:00:00","NAN","2026-08-20 05:00:00"
"2026-08-20 06:00:00",45300,0,"NAN","NAN","2026-08-20 06:00:00","NAN","2026-08-20 06:00:00"
"2026-08-20 07:00:00",45301,0,"NAN","NAN","2026-08-20 07:00:00","NAN","2026-08-20 07:00:00"
"2026-08-20 08:00:00",45302,0,"NAN","NAN","2026-08-20 08:00:00","NAN","2026-08-20 08:00:00"
"2026-08-20 09:00:00",45303,0,"NAN","NAN","2026-08-20 09:00:00","NAN","2026-08-20 09:00:00"
"2026-08-20 10:00:00",45304,0,"NAN","NAN","2026-08-20 10:00:00","NAN","2026-08-20 10:00:00"
"2026-08-20 11:00:00",45305,0,"NAN","NAN","2026-08-20 11:00:00","NAN","2026-08-20 11:00:00"
"2026-08-20 12:00:00",45306,0,"NAN","NAN","2026-08-20 12:00:00","NAN","2026-08-20 12:00:00"
"2026-08-20 13:00:00",45307,0,"NAN","NAN","2026-08-20 13:00:00","NAN","2026-08-20 13:00:00"
"2026-08-20 14:00:00",45308,0,"NAN","NAN","2026-08-20 14:00:00","NAN","2026-08-20 14:00:00"
"2026-08-20 15:00:00",45309,0,"NAN","NAN","2026-08-20 15:00:00","NAN","2026-08-20 15:00:00"
"2026-08-20 16:00:00",45310,0,"NAN","NAN","2026-08-20 16:00:00","NAN","2026-08-20 16:00:00"
"2026-08-20 17:00:00",45311,0,"NAN","NAN","2026-08-20 17:00:00","NAN","2026-08-20 17:00:00"
"2026-08-20 18:00:00",45312,0,"NAN","NAN","2026-08-20 18:00:00","NAN","2026-08-20 18:00:00"
"2026-08-20 19:00:00",45313,0,"NAN","NAN","2026-08-20 19:00:00","NAN","2026-08-20 19:00:00"
"2026-08-20 20:00:00",45314,0,"NAN","NAN","2026-08-20 20:00:00","NAN","2026-08-20 20:00:00"
"2026-08-20 21:00:00",45315,0,"NAN","NAN","2026-08-20 21:00:00","NAN","2026-08-20 21:00:00"
"2026-08-20 22:00:00",45316,0,"NAN","NAN","2026-08-20 22:00:00","NAN","2026-08-20 22:00:00"
"2026-08-20 23:00:00",45317,0,"NAN","NAN","2026-08-20 23:00:00","NAN","2026-08-20 23:00:00"
"2026-08-21 00:00:00",45318,0,"NAN","NAN","2026-08-21 00:00:00","NAN","2026-08-21 00:00:00"
"2026-08-21 01:00:00",45319,0,"NAN","NAN","2026-08-21 01:00:00","NAN","2026-08-21 01:00:00"
"2026-08-21 02:00:00",45320,0,"NAN","NAN","2026-08-21 02:00:00","NAN","2026-08-21 02:00:00"
"2026-08-21 03:00:00",45321,0,"NAN","NAN","2026-08-21 03:00:00","NAN","2026-08-21 03:00:00"
"2026-08-21 04:00:00",45322,0,"NAN","NAN","2026-08-21 04:00:00","NAN","2026-08-21 04:00:00"
"2026-08-21 05:00:00",45323,0,"NAN","NAN","2026-08-21 05:00:00","NAN","2026-08-21 05:00:00"
"2026-08-21 06:00:00",45324,0,"NAN","NAN","2026-08-21 06:00:00","NAN","2026-08-21 06:00:00"
"2026-08-21 07:00:00",45325,0,"NAN","NAN","2026-08-21 07:00:00","NAN","2026-08-21 07:00:00"
"2026-08-21 08:00:00",45326,0,"NAN","NAN","2026-08-21 08:00:00","NAN","2026-08-21 08:00:00"
"2026-08-21 09:00:00",45327,0,"NAN","NAN","2026-08-21 09:00:00","NAN","2026-08-21 09:00:00"
"2026-08-21 10:00:00",45328,0,"NAN","NAN","2026-08-21 10:00:00","NAN","2026-08-21 10:00:00"
"2026-08-21 11:00:00",45329,0,"NAN","NAN","2026-08-21 11:00:00","NAN","2026-08-21 11:00:00"
"2026-08-21 12:00:00",45330,0,"NAN","NAN","2026-08-21 12:00:00","NAN","2026-08-21 12:00:00"
"2026-08-21 13:00:00",45331,0,"NAN","NAN","2026-08-21 13:00:00","NAN","2026-08-21 13:00:00"
"2026-08-21 14:00:00",45332,0,"NAN","NAN","2026-08-21 14:00:00","NAN","2026-08-21 14:00:00"
"2026-08-21 15:00:00",45333,0,"NAN","NAN","2026-08-21 15:00:00","NAN","2026-08-21 15:00:00"
"2026-08-21 16:00:00",45334,0,"NAN","NAN","2026-08-21 16:00:00","NAN","2026-08-21 16:00:00"
"2026-08-21 17:00:00",45335,0,"NAN","NAN","2026-08-21 17:00:00","NAN","2026-08-21 17:00:00"
"2026-08-21 18:00:00",45336,0,"NAN","NAN","2026-08-21 18:00:00","NAN","2026-08-21 18:00:00"
"2026-08-21 19:00:00",45337,0,"NAN","NAN","2026-08-21 19:00:00","NAN","2026-08-21 19:00:00"
"2026-08-21 20:00:00",45338,0,"NAN","NAN","2026-08-21 20:00:00","NAN","2026-08-21 20:00:00"
"2026-08-21 21:00:00",45339,0,"NAN","NAN","2026-08-21 21:00:00","NAN","2026-08-21 21:00:00"
"2026-08-21 22:00:00",45340,0,"NAN","NAN","2026-08-21 22:00:00","NAN","2026-08-21 22:00:00"
"2026-08-21 23:00:00",45341,0,"NAN","NAN","2026-08-21 23:00:00","NAN","2026-08-21 23:00:00"
"2026-08-22 00:00:00",45342,0,"NAN","NAN","2026-08-22 00:00:00","NAN","2026-08-22 00:00:00"
"2026-08-22 01:00:00",45343,0,"NAN","NAN","2026-08-22 01:00:00","NAN","2026-08-22 01:00:00"
"2026-08-22 02:00:00",45344,0,"NAN","NAN","2026-08-22 02:00:00","NAN","2026-08-22 02:00:00"
"2026-08-22 03:00:00",45345,0,"NAN","NAN","2026-08-22 03:00:00","NAN","2026-08-22 03:00:00"
"2026-08-22 04:00:00",45346,0,"NAN","NAN","2026-08-22 04:00:00","NAN","2026-08-22 04:00:00"
"2026-08-22 05:00:00",45347,0,"NAN","NAN","2026-08-22 05:00:00","NAN","2026-08-22 05:00:00"
"2026-08-22 06:00:00",45348,0,"NAN","NAN","2026-08-22 06:00:00","NAN","2026-08-22 06:00:00"
"2026-08-22 07:00:00",45349,0,"NAN","NAN","2026-08-22 07:00:00","NAN","2026-08-22 07:00:00"
"2026-08-22 08:00:00",45350,0,"NAN","NAN","2026-08-22 08:00:00","NAN","2026-08-22 08:00:00"
"2026-08-22 09:00:00",45351,0,"NAN","NAN","2026-08-22 09:00:00","NAN","2026-08-22 09:00:00"
"2026-08-22 10:00:00",45352,0,"NAN","NAN","2026-08-22 10:00:00","NAN","2026-08-22 10:00:00"
"2026-08-22 11:00:00",45353,0,"NAN","NAN","2026-08-22 11:00:00","NAN","2026-08-22 11:00:00"
"2026-08-22 12:00:00",45354,0,"NAN","NAN","2026-08-22 12:00:00","NAN","2026-08-22 12:00:00"
"2026-08-22 13:00:00",45355,0,"NAN","NAN","2026-08-22 13:00:00","NAN","2026-08-22 13:00:00"
"2026-08-22 14:00:00",45356,0,"NAN","NAN","2026-08-22 14:00:00","NAN","2026-08-22 14:00:00"
"2026-08-22 15:00:00",45357,0,"NAN","NAN","2026-08-22 15:00:00","NAN","2026-08-22 15:00:00"
"2026-08-22 16:00:00",45358,0,"NAN","NAN","2026-08-22 16:00:00","NAN","2026-08-22 16:00:00"
"2026-08-22 17:00:00",45359,0,"NAN","NAN","2026-08-22 17:00:00","NAN","2026-08-22 17:00:00"
"2026-08-22 18:00:00",45360,0,"NAN","NAN","2026-08-22 18:00:00","NAN","2026-08-22 18:00:00"
"2026-08-22 19:00:00",45361,0,"NAN","NAN","2026-08-22 19:00:00","NAN","2026-08-22 19:00:00"
"2026-08-22 20:00:00",45362,0,"NAN","NAN","2026-08-22 20:00:00","NAN","2026-08-22 20:00:00"
"2026-08-22 21:00:00",45363,0,"NAN","NAN","2026-08-22 21:00:00","NAN","2026-08-22 21:00:00"
"2026-08-22 22:00:00",45364,0,"NAN","NAN","2026-08-22 22:00:00","NAN","2026-08-22 22:00:00"
"2026-08-22 23:00:00",45365,0,"NAN","NAN","2026-08-22 23:00:00","NAN","2026-08-22 23:00:00"
"2026-08-23 00:00:00",45366,0,"NAN","NAN","2026-08-23 00:00:00","NAN","2026-08-23 00:00:00"
"2026-08-23 01:00:00",45367,0,"NAN","NAN","2026-08-23 01:00:00","NAN","2026-08-23 01:00:00"
"2026-08-23 02:00:00",45368,0,"NAN","NAN","2026-08-23 02:00:00","NAN","2026-08-23 02:00:00"
"2026-08-23 03:00:00",45369,0,"NAN","NAN","2026-08-23 03:00:00","NAN","2026-08-23 03:00:00"
"2026-08-23 04:00:00",45370,0,"NAN","NAN","2026-08-23 04:00:00","NAN","2026-08-23 04:00:00"
"2026-08-23 05:00:00",45371,0,"NAN","NAN","2026-08-23 05:00:00","NAN","2026-08-23 05:00:00"
"2026-08-23 06:00:00",45372,0,"NAN","NAN","2026-08-23 06:00:00","NAN","2026-08-23 06:00:00"
"2026-08-23 07:00:00",45373,0,"NAN","NAN","2026-08-23 07:00:00","NAN","2026-08-23 07:00:00"
"2026-08-23 08:00:00",45374,0,"NAN","NAN","2026-08-23 08:00:00","NAN","2026-08-23 08:00:00"
"2026-08-23 09:00:00",45375,0,"NAN","NAN","2026-08-23 09:00:00","NAN","2026-08-23 09:00:00"
"2026-08-23 10:00:00",45376,0,"NAN","NAN","2026-08-23 10:00:00","NAN","2026-08-23 10:00:00"
"2026-08-23 11:00:00",45377,0,"NAN","NAN","2026-08-23 11:00:00","NAN","2026-08-23 11:00:00"
"2026-08-23 12:00:00",45378,0,"NAN","NAN","2026-08-23 12:00:00","NAN","2026-08-23 12:00:00"
"2026-08-23 13:00:00",45379,0,"NAN","NAN","2026-08-23 13:00:00","NAN","2026-08-23 13:00:00"
"2026-08-23 14:00:00",45380,0,"NAN","NAN","2026-08-23 14:00:00","NAN","2026-08-23 14:00:00"
"2026-08-23 15:00:00",45381,0,"NAN","NAN","2026-08-23 15:00:00","NAN","2026-08-23 15:00:00"
"2026-08-23 16:00:00",45382,0,"NAN","NAN","2026-08-23 16:00:00","NAN","2026-08-23 16:00:00"
"2026-08-23 17:00:00",45383,0,"NAN","NAN","2026-08-23 17:00:00","NAN","2026-08-23 17:00:00"
"2026-08-23 18:00:00",45384,0,"NAN","NAN","2026-08-23 18:00:00","NAN","2026-08-23 18:00:00"
"2026-08-23 19:00:00",45385,0,"NAN","NAN","2026-08-23 19:00:00","NAN","2026-08-23 19:00:00"
"2026-08-23 20:00:00",45386,0,"NAN","NAN","2026-08-23 20:00:00","NAN","2026-08-23 20:00:00"
"2026-08-23 21:00:00",45387,0,"NAN","NAN","2026-08-23 21:00:00","NAN","2026-08-23 21:00:00"
"2026-08-23 22:00:00",45388,0,"NAN","NAN","2026-08-23 22:00:00","NAN","2026-08-23 22:00:00"
"2026-08-23 23:00:00",45389,0,"NAN","NAN","2026-08-23 23:00:00","NAN","2026-08-23 23:00:00"
"2026-08-24 00:00:00",45390,0,"NAN","NAN","2026-08-24 00:00:00","NAN","2026-08-24 00:00:00"
"2026-08-24 01:00:00",45391,0,"NAN","NAN","2026-08-24 01:00:00","NAN","2026-08-24 01:00:00"
"2026-08-24 02:00:00",45392,0,"NAN","NAN","2026-08-24 02:00:00","NAN","2026-08-24 02:00:00"
"2026-08-24 03:00:00",45393,0,"NAN","NAN","2026-08-24 03:00:00","NAN","2026-08-24 03:00:00"
"2026-08-24 04:00:00",45394,0,"NAN","NAN","2026-08-24 04:00:00","NAN","2026-08-24 04:00:00"
"2026-08-24 05:00:00",45395,0,"NAN","NAN","2026-08-24 05:00:00","NAN","2026-08-24 05:00:00"
"2026-08-24 06:00:00",45396,0,"NAN","NAN","2026-08-24 06:00:00","NAN","2026-08-24 06:00:00"
"2026-08-24 07:00:00",45397,0,"NAN","NAN","2026-08-24 07:00:00","NAN","2026-08-24 07:00:00"
"2026-08-24 08:00:00",45398,0,"NAN","NAN","2026-08-24 08:00:00","NAN","2026-08-24 08:00:00"
"2026-08-24 09:00:00",45399,0,"NAN","NAN","2026-08-24 09:00:00","NAN","2026-08-24 09:00:00"
"2026-08-24 10:00:00",45400,0,"NAN","NAN","2026-08-24 10:00:00","NAN","2026-08-24 10:00:00"
"2026-08-24 11:00:00",45401,0,"NAN","NAN","2026-08-24 11:00:00","NAN","2026-08-24 11:00:00"
"2026-08-24 12:00:00",45402,0,"NAN","NAN","2026-08-24 12:00:00","NAN","2026-08-24 12:00:00"
"2026-08-24 13:00:00",45403,0,"NAN","NAN","2026-08-24 13:00:00","NAN","2026-08-24 13:00:00"
"2026-08-24 14:00:00",45404,0,"NAN","NAN","2026-08-24 14:00:00","NAN","2026-08-24 14:00:00"
"2026-08-24 15:00:00",45405,0,"NAN","NAN","2026-08-24 15:00:00","NAN","2026-08-24 15:00:00"
"2026-08-24 16:00:00",45406,0,"NAN","NAN","2026-08-24 16:00:00","NAN","2026-08-24 16:00:00"
"2026-08-24 17:00:00",45407,0,"NAN","NAN","2026-08-24 17:00:00","NAN","2026-08-24 17:00:00"
"2026-08-24 18:00:00",45408,0,"NAN","NAN","2026-08-24 18:00:00","NAN","2026-08-24 18:00:00"
"2026-08-24 19:00:00",45409,0,"NAN","NAN","2026-08-24 19:00:00","NAN","2026-08-24 19:00:00"
"2026-08-24 20:00:00",45410,0,"NAN","NAN","2026-08-24 20:00:00","NAN","2026-08-24 20:00:00"
"2026-08-24 21:00:00",45411,0,"NAN","NAN","2026-08-24 21:00:00","NAN","2026-08-24 21:00:00"
"2026-08-24 22:00:00",45412,0,"NAN","NAN","2026-08-24 22:00:00","NAN","2026-08-24 22:00:00"
"2026-08-24 23:00:00",45413,0,"NAN","NAN","2026-08-24 23:00:00","NAN","2026-08-24 23:00:00"
"2026-08-25 00:00:00",45414,0,"NAN","NAN","2026-08-25 00:00:00","NAN","2026-08-25 00:00:00"
"2026-08-25 01:00:00",45415,0,"NAN","NAN","2026-08-25 01:00:00","NAN","2026-08-25 01:00:00"
"2026-08-25 02:00:00",45416,0,"NAN","NAN","2026-08-25 02:00:00","NAN","2026-08-25 02:00:00"
"2026-08-25 03:00:00",45417,0,"NAN","NAN","2026-08-25 03:00:00","NAN","2026-08-25 03:00:00"
"2026-08-25 04:00:00",45418,0,"NAN","NAN","2026-08-25 04:00:00","NAN","2026-08-25 04:00:00"
"2026-08-25 05:00:00",45419,0,"NAN","NAN","2026-08-25 05:00:00","NAN","2026-08-25 05:00:00"
"2026-08-25 06:00:00",45420,0,"NAN","NAN","2026-08-25 06:00:00","NAN","2026-08-25 06:00:00"
"2026-08-25 07:00:00",45421,0,"NAN","NAN","2026-08-25 07:00:00","NAN","2026-08-25 07:00:00"
"2026-08-25 08:00:00",45422,0,"NAN","NAN","2026-08-25 08:00:00","NAN","2026-08-25 08:00:00"
"2026-08-25 09:00:00",45423,0,"NAN","NAN","2026-08-25 09:00:00","NAN","2026-08-25 09:00:00"
"2026-08-25 10:00:00",45424,0,"NAN","NAN","2026-08-25 10:00:00","NAN","2026-08-25 10:00:00"
"2026-08-25 11:00:00",45425,0,"NAN","NAN","2026-08-25 11:00:00","NAN","2026-08-25 11:00:00"
"2026-08-25 12:00:00",45426,0,"NAN","NAN","2026-08-25 12:00:00","NAN","2026-08-25 12:00:00"
"2026-08-25 13:00:00",45427,0,"NAN","NAN","2026-08-25 13:00:00","NAN","2026-08-25 13:00:00"
"2026-08-25 14:00:00",45428,0,"NAN","NAN","2026-08-25 14:00:00","NAN","2026-08-25 14:00:00"
"2026-08-25 15:00:00",45429,0,"NAN","NAN","2026-08-25 15:00:00","NAN","2026-08-25 15:00:00"
"2026-08-25 16:00:00",45430,0,"NAN","NAN","2026-08-25 16:00:00","NAN","2026-08-25 16:00:00"
"2026-08-25 17:00:00",45431,0,"NAN","NAN","2026-08-25 17:00:00","NAN","2026-08-25 17:00:00"
"2026-08-25 18:00:00",45432,0,"NAN","NAN","2026-08-25 18:00:00","NAN","2026-08-25 18:00:00"
